DrugBank ID,Similar Structure
DB08973,"['DB08973', ' DB00180', ' DB14662', ' DB13856', ' DB00591', ' DB01047', ' DB18738', ' DB00846', ' DB14652', ' DB01260', ' DB14673', ' DB14653', ' DB01222', ' DB00288', ' DB06786', ' DB01410', ' DB00838']"
DB08985,"['DB08985', ' DB00388', ' DB00816', ' DB00871', ' DB00668', ' DB01064', ' DB13378', ' DB08957', ' DB01288', ' DB00368', ' DB01102', ' DB09203', ' DB13917', ' DB13494', ' DB00221', ' DB00610']"
DB08989,"['DB08989', ' DB04924', ' DB00662']"
DB09015,"['DB09015', ' DB11636', ' DB11529', ' DB12221', ' DB13129', ' DB00378', ' DB09124', ' DB09123', ' DB00351', ' DB13981', ' DB13528', ' DB02998', ' DB06870', ' DB11372', ' DB11551', ' DB13602', ' DB13857', ' DB11619', ' DB13563', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533']"
DB09022,['DB09022']
DB09069,"['DB09069', ' DB14065']"
DB09070,"['DB09070', ' DB09371', ' DB00367', ' DB00717', ' DB09389', ' DB00294', ' DB06730', ' DB12474', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB00304']"
DB09080,['DB09080']
DB09082,"['DB09082', ' DB00938']"
DB09091,"['DB09091', ' DB00741', ' DB04652', ' DB04630', ' DB00253', ' DB13230', ' DB14570', ' DB18000', ' DB13710', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB14584', ' DB01485', ' DB01500', ' DB01540', ' DB14539', ' DB14681', ' DB16935', ' DB01481', ' DB01572']"
DB09095,"['DB09095', ' DB00223', ' DB00663', ' DB12553', ' DB00596', ' DB08971', ' DB01384', ' DB09378', ' DB13223', ' DB00324', ' DB00547', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB14664', ' DB13728', ' DB00620', ' DB08970', ' DB11750', ' DB13867', ' DB06781', ' DB15777', ' DB15821', ' DB14637', ' DB14657', ' DB00838', ' DB14640', ' DB14649', ' DB00687']"
DB09168,"['DB09168', ' DB01571', ' DB09171', ' DB09178', ' DB09182', ' DB01557', ' DB00813', ' DB01532', ' DB09173', ' DB09169']"
DB09169,"['DB09169', ' DB09178', ' DB01571', ' DB09171', ' DB00813', ' DB09173', ' DB01557', ' DB01532', ' DB01570', ' DB09177', ' DB01453', ' DB09179', ' DB01439', ' DB09182', ' DB13653', ' DB09168']"
DB09170,"['DB09170', ' DB09180', ' DB01439', ' DB01470', ' DB00708', ' DB01453', ' DB01570']"
DB09171,"['DB09171', ' DB00813', ' DB01571', ' DB09173', ' DB01557', ' DB09178', ' DB01532', ' DB09169', ' DB09177', ' DB01453', ' DB01570', ' DB13653', ' DB09179', ' DB09182', ' DB01439', ' DB09180', ' DB09168', ' DB01470']"
DB09173,"['DB09173', ' DB00813', ' DB01557', ' DB09171', ' DB01571', ' DB01532', ' DB09178', ' DB01453', ' DB09177', ' DB09169', ' DB01570', ' DB13653', ' DB09179', ' DB09182', ' DB09180', ' DB01439', ' DB01470', ' DB09168']"
DB09177,"['DB09177', ' DB00813', ' DB09173', ' DB09171', ' DB01571', ' DB01557', ' DB01532', ' DB09178', ' DB01453', ' DB09169', ' DB01570', ' DB13653', ' DB09179', ' DB09180', ' DB09182']"
DB09180,"['DB09180', ' DB01439', ' DB01470', ' DB09170', ' DB00708', ' DB00813', ' DB09173', ' DB01557', ' DB09171', ' DB01571', ' DB01532', ' DB01453', ' DB09177']"
DB09182,"['DB09182', ' DB00813', ' DB09173', ' DB01571', ' DB13489', ' DB01557', ' DB09171', ' DB09178', ' DB01532', ' DB09168', ' DB09169', ' DB01453', ' DB09177']"
DB09338,['DB09338']
DB09351,"['DB00195', ' DB09351', ' DB00264', ' DB00335', ' DB06987', ' DB13443']"
DB09352,"['DB09352', ' DB01472', ' DB03978', ' DB08841', ' DB03380', ' DB13703', ' DB00135', ' DB03839', ' DB00182', ' DB01576', ' DB02972', ' DB07353', ' DB11610']"
DB09378,"['DB01384', ' DB09378', ' DB08971', ' DB13223', ' DB00223', ' DB00663', ' DB09095', ' DB12553', ' DB14637', ' DB14657', ' DB00596', ' DB00838', ' DB15777', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB15821', ' DB00324', ' DB13728', ' DB00620', ' DB08970', ' DB00547', ' DB00860', ' DB00959', ' DB14664', ' DB11750', ' DB06781', ' DB13208', ' DB13856']"
DB09383,"['DB00635', ' DB09383', ' DB12952', ' DB00860', ' DB00959', ' DB00896', ' DB15970', ' DB14681', ' DB13208', ' DB14625', ' DB14646', ' DB01541', ' DB13586', ' DB15114', ' DB12081', ' DB07373', ' DB12194', ' DB01569', ' DB13158', ' DB13230', ' DB14570', ' DB00547']"
DB09401,"['DB09401', ' DB14474', ' DB13121']"
DB09510,"['DB03904', ' DB09510', ' DB09513', ' DB11129']"
DB09513,"['DB03904', ' DB09510', ' DB09513', ' DB11129']"
DB09571,"['DB01577', ' DB09571', ' DB01365', ' DB13285', ' DB00182', ' DB01576', ' DB01037', ' DB12650', ' DB00191', ' DB02972', ' DB01550', ' DB04677', ' DB13852', ' DB15339', ' DB09250', ' DB00852', ' DB01364', ' DB14752']"
DB11278,"['DB11278', ' DB00852', ' DB01364', ' DB14752', ' DB11587', ' DB00397', ' DB01486', ' DB11610', ' DB00867']"
DB11323,"['DB11323', ' DB15576', ' DB09543', ' DB13628', ' DB11062']"
DB11429,"['DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB00367', ' DB00717', ' DB09389', ' DB14584', ' DB04652', ' DB01485', ' DB01500', ' DB01540', ' DB04630', ' DB00741', ' DB13089']"
DB11466,['DB11466']
DB11478,['DB11478']
DB11479,"['DB11479', ' DB06477']"
DB11487,"['DB11487', ' DB14640', ' DB14649', ' DB14634', ' DB14703', ' DB01013', ' DB06781', ' DB14637', ' DB14657', ' DB14664', ' DB00288', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB15566']"
DB11510,"['DB00007', ' DB06825', ' DB11510', ' DB00666', ' DB18169', ' DB06719', ' DB00644', ' DB04931', ' DB06788', ' DB14027', ' DB05479', ' DB15314', ' DB15194', ' DB01284', ' DB13298', ' DB15687', ' DB00014', ' DB11724', ' DB13928', ' DB14803', ' DB15272', ' DB17938', ' DB12199', ' DB11700', ' DB16013', ' DB14786', ' DB06610', ' DB14777', ' DB11720', ' DB16146']"
DB11541,"['DB11541', ' DB06152', ' DB00867', ' DB13206', ' DB08954', ' DB00841', ' DB11610', ' DB00598']"
DB11551,"['DB02998', ' DB06870', ' DB11372', ' DB11551', ' DB11619', ' DB13563', ' DB09123', ' DB13129', ' DB14660', ' DB11636', ' DB11529', ' DB09015', ' DB13602', ' DB13857', ' DB05786', ' DB06543']"
DB11587,"['DB11587', ' DB11278', ' DB00852', ' DB01364', ' DB14752', ' DB00867', ' DB11610', ' DB00397', ' DB01486', ' DB15902', ' DB01579', ' DB13285']"
DB11609,"['DB11609', ' DB00333', ' DB13515', ' DB15198', ' DB01491', ' DB13436', ' DB06738', ' DB15597', ' DB13759']"
DB11610,"['DB11610', ' DB00867', ' DB00852', ' DB01364', ' DB09203', ' DB14752', ' DB11278', ' DB11587', ' DB06152', ' DB13206', ' DB06707', ' DB00221', ' DB08954', ' DB13251', ' DB00397', ' DB01486', ' DB11541', ' DB00668', ' DB09352', ' DB01288']"
DB11619,"['DB11619', ' DB13563', ' DB02998', ' DB06870', ' DB11372', ' DB11551', ' DB09123', ' DB13129', ' DB14660', ' DB11529', ' DB11636', ' DB09015', ' DB05786']"
DB11682,['DB11682']
DB11750,"['DB11750', ' DB00324', ' DB00596', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB00547', ' DB00620', ' DB08970', ' DB13158', ' DB01013', ' DB00223', ' DB00663', ' DB09095', ' DB12553', ' DB13728', ' DB14640', ' DB14649', ' DB01384', ' DB09378', ' DB14669', ' DB00687', ' DB08971', ' DB14634', ' DB00764', ' DB13223', ' DB00838', ' DB14664', ' DB01185']"
DB11837,"['DB11837', ' DB16832']"
DB11906,"['DB11906', ' DB05624', ' DB00106', ' DB06699', ' DB06785', ' DB00050', ' DB12581', ' DB14777', ' DB12777', ' DB18252', ' DB00027', ' DB12054', ' DB06610', ' DB17938', ' DB12748', ' DB18190']"
DB11921,['DB11921']
DB12078,"['DB12078', ' DB07419', ' DB07039', ' DB07421', ' DB07769', ' DB07423', ' DB07422']"
DB12097,"['DB12097', ' DB13334', ' DB11678']"
DB12100,"['DB12100', ' DB15784', ' DB01366', ' DB05039']"
DB12134,['DB12134']
DB12193,"['DB12193', ' DB06444', ' DB14011', ' DB00470', ' DB11755', ' DB00486', ' DB05229', ' DB18464']"
DB12194,"['DB07373', ' DB12194', ' DB00990', ' DB00896', ' DB00860', ' DB00959', ' DB00396', ' DB01434', ' DB01536', ' DB00635', ' DB09383', ' DB12952', ' DB01541', ' DB13586', ' DB01451', ' DB13208']"
DB12221,"['DB12221', ' DB00351', ' DB13981', ' DB14659', ' DB09015', ' DB01395', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB15903', ' DB08308', ' DB08619', ' DB04839', ' DB13958', ' DB14660', ' DB14678', ' DB13640', ' DB13185', ' DB11636', ' DB06789', ' DB14677', ' DB02329', ' DB12499', ' DB00603', ' DB11440']"
DB12248,"['DB12248', ' DB15902', ' DB12803']"
DB12255,['DB12255']
DB12266,"['DB12266', ' DB05168', ' DB05735', ' DB11467', ' DB11191', ' DB00200', ' DB15413', ' DB03469', ' DB03614', ' DB13013', ' DB02975', ' DB00361', ' DB16312', ' DB04803', ' DB11641', ' DB12559', ' DB00541', ' DB11476', ' DB12586', ' DB17390', ' DB18020', ' DB16186', ' DB03317', ' DB03906', ' DB12674', ' DB02868', ' DB00570', ' DB14733', ' DB15673', ' DB00115']"
DB12313,"['DB12313', ' DB08957', ' DB13917', ' DB00841', ' DB00988', ' DB17036', ' DB01102']"
DB12370,"['DB12370', ' DB03395', ' DB12199', ' DB15366', ' DB06763', ' DB11720', ' DB12631', ' DB18169', ' DB00666', ' DB01278', ' DB00007', ' DB06825', ' DB11510', ' DB13742']"
DB12474,"['DB12474', ' DB00304', ' DB13866', ' DB01493', ' DB01431', ' DB03696', ' DB00367', ' DB00717', ' DB09389', ' DB01474', ' DB01526', ' DB01554', ' DB05212', ' DB04704', ' DB01455', ' DB01524', ' DB09070', ' DB09371', ' DB04540', ' DB04705', ' DB14038', ' DB00294', ' DB06713']"
DB12495,"['DB12495', ' DB14642', ' DB13798', ' DB09059', ' DB00067', ' DB00035', ' DB15195', ' DB08890', ' DB06283', ' DB05034', ' DB01278', ' DB01282', ' DB08861', ' DB04894', ' DB15231', ' DB17796', ' DB09099', ' DB06791', ' DB15355', ' DB05660']"
DB12643,"['DB12643', ' DB13929', ' DB11467', ' DB05168', ' DB11191', ' DB11641', ' DB14923', ' DB03614', ' DB00361', ' DB02868', ' DB00200', ' DB15673', ' DB00541', ' DB17390', ' DB05735', ' DB00309', ' DB03469', ' DB02975', ' DB12674', ' DB00570', ' DB16186', ' DB12586', ' DB00615', ' DB04803', ' DB03317', ' DB03906', ' DB13013', ' DB18020', ' DB16285', ' DB18578']"
DB12713,"['DB12713', ' DB06292', ' DB12236', ' DB09038', ' DB16209', ' DB11827']"
DB12779,"['DB12779', ' DB13692', ' DB12093', ' DB00565']"
DB12787,"['DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB00367', ' DB00717', ' DB09389', ' DB14584', ' DB04652', ' DB01485', ' DB01500', ' DB01540', ' DB04630', ' DB00741', ' DB13089']"
DB12846,"['DB12846', ' DB12927', ' DB12926', ' DB09092', ' DB01482', ' DB13636', ' DB13449', ' DB18002']"
DB12861,"['DB12861', ' DB06468']"
DB12923,"['DB12923', ' DB00661', ' DB14063', ' DB06669', ' DB12605']"
DB12952,"['DB00635', ' DB09383', ' DB12952', ' DB00860', ' DB00959', ' DB00896', ' DB15970', ' DB14681', ' DB13208', ' DB14625', ' DB14646', ' DB01541', ' DB13586', ' DB15114', ' DB12081', ' DB07373', ' DB12194', ' DB01569', ' DB13158', ' DB13230', ' DB14570', ' DB00547']"
DB13003,['DB13003']
DB13074,"['DB13074', ' DB00027', ' DB12748', ' DB18252', ' DB06610', ' DB02255', ' DB12054', ' DB14777', ' DB16013', ' DB17938', ' DB06645', ' DB12777', ' DB18527', ' DB04894', ' DB12678', ' DB00183', ' DB12088', ' DB17536', ' DB06791']"
DB13108,"['DB13108', ' DB15339', ' DB00937', ' DB01560']"
DB13139,"['DB01001', ' DB13139', ' DB00938', ' DB01064', ' DB13206']"
DB13158,"['DB13158', ' DB11750', ' DB00324', ' DB00547', ' DB00596', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB08970', ' DB00620', ' DB01013', ' DB15970', ' DB09095', ' DB00635', ' DB09383', ' DB12952', ' DB00223', ' DB00663', ' DB13728', ' DB12553']"
DB13169,"['DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB00367', ' DB00717', ' DB09389', ' DB14584', ' DB04652', ' DB01485', ' DB01500', ' DB01540', ' DB04630', ' DB00741', ' DB13089']"
DB13185,"['DB13185', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB06789', ' DB14677', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB00603', ' DB11440', ' DB14678', ' DB13640', ' DB12499', ' DB02329', ' DB08547', ' DB14544', ' DB01134', ' DB14540', ' DB14583', ' DB14543', ' DB01485', ' DB01500', ' DB01540']"
DB13208,"['DB13208', ' DB00860', ' DB00959', ' DB00896', ' DB00635', ' DB09383', ' DB12952', ' DB08970', ' DB15114', ' DB00873', ' DB12081', ' DB01569', ' DB14631', ' DB00240', ' DB00741', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB15566', ' DB00764', ' DB00324', ' DB00620', ' DB01384', ' DB09378', ' DB00547', ' DB14584', ' DB14632', ' DB01541', ' DB13586']"
DB13238,"['DB13238', ' DB02995']"
DB13247,"['DB13247', ' DB09210', ' DB01202', ' DB11868', ' DB04541']"
DB13251,"['DB13251', ' DB09203', ' DB08841', ' DB00368', ' DB13206', ' DB03430', ' DB13378', ' DB11610', ' DB00668']"
DB13284,['DB13284']
DB13285,"['DB13285', ' DB01577', ' DB09571', ' DB01037', ' DB12650', ' DB01365', ' DB01550', ' DB04677', ' DB13852', ' DB00182', ' DB01576', ' DB09480', ' DB00937', ' DB13438', ' DB00191', ' DB02972', ' DB11587', ' DB15339']"
DB13298,"['DB13298', ' DB05479', ' DB15314', ' DB01284', ' DB15687', ' DB04931', ' DB14027', ' DB15194', ' DB18169', ' DB13928', ' DB00007', ' DB06825', ' DB11510', ' DB11724', ' DB06719', ' DB14806', ' DB00666', ' DB14803', ' DB15272', ' DB00644', ' DB06260', ' DB18634', ' DB16146', ' DB13742', ' DB06788', ' DB00014', ' DB15366', ' DB14786', ' DB05724', ' DB00403']"
DB13330,['DB13330']
DB13341,"['DB13341', ' DB01230']"
DB13378,"['DB13378', ' DB00368', ' DB00388', ' DB08985', ' DB00610', ' DB00668', ' DB00816', ' DB00988', ' DB00871', ' DB06707', ' DB13251', ' DB01064']"
DB13386,"['DB13386', ' DB02342', ' DB04573', ' DB07702', ' DB01357', ' DB00783', ' DB12487', ' DB12235', ' DB07706', ' DB13952', ' DB00977', ' DB07707', ' DB04575', ' DB15690', ' DB13953', ' DB13956', ' DB07891', ' DB13954', ' DB13418', ' DB07678', ' DB00655', ' DB13955', ' DB01196', ' DB14641', ' DB03860']"
DB13398,['DB13398']
DB13405,['DB13405']
DB13415,['DB13415']
DB13430,"['DB13430', ' DB15861', ' DB13532', ' DB00606', ' DB01021', ' DB08645', ' DB00232', ' DB13989', ' DB00999', ' DB08303', ' DB01324', ' DB00436']"
DB13438,"['DB13438', ' DB13285']"
DB13443,"['DB00335', ' DB06987', ' DB13443', ' DB00264', ' DB00187', ' DB00195', ' DB09351']"
DB13454,"['DB13454', ' DB01452', ' DB01469', ' DB01573', ' DB01480', ' DB01497', ' DB01466', ' DB00318', ' DB06409', ' DB01477', ' DB09209', ' DB15465', ' DB00295', ' DB11490', ' DB01568', ' DB13458', ' DB15341', ' DB16117', ' DB01538', ' DB14146', ' DB09049', ' DB06230', ' DB01512', ' DB16072', ' DB11691', ' DB00844', ' DB00497', ' DB00921', ' DB01450', ' DB01548']"
DB13455,"['DB13455', ' DB00181', ' DB08891', ' DB12098', ' DB00120', ' DB02556', ' DB02024', ' DB07673', ' DB03400']"
DB13472,['DB13472']
DB13482,['DB13482']
DB13484,"['DB13484', ' DB14639']"
DB13491,"['DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB00324', ' DB00620', ' DB00547', ' DB08970', ' DB11750', ' DB00223', ' DB00663', ' DB09095', ' DB12553', ' DB14640', ' DB14649', ' DB14669', ' DB00687', ' DB01384', ' DB09378', ' DB00596', ' DB14634', ' DB00860', ' DB00959', ' DB08971', ' DB13728', ' DB13158', ' DB13223', ' DB01185', ' DB13208', ' DB14664']"
DB13515,"['DB00333', ' DB13515', ' DB15198', ' DB01491', ' DB11609', ' DB15597', ' DB13436', ' DB13361', ' DB01498']"
DB13530,"['DB13530', ' DB00960', ' DB07543', ' DB08807', ' DB01136']"
DB13532,"['DB13532', ' DB15861', ' DB13430', ' DB00606', ' DB01021', ' DB08645', ' DB00232', ' DB13989', ' DB00999', ' DB08303', ' DB01324', ' DB00436']"
DB13533,"['DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB00367', ' DB00717', ' DB09389', ' DB14584', ' DB04652', ' DB01485', ' DB01500', ' DB01540', ' DB04630', ' DB00741', ' DB13089']"
DB13559,"['DB13559', ' DB00221', ' DB01102', ' DB08957', ' DB01288']"
DB13561,"['DB13561', ' DB00865']"
DB13574,['DB13574']
DB13586,"['DB01541', ' DB13586', ' DB00896', ' DB01569', ' DB00860', ' DB00959', ' DB00635', ' DB09383', ' DB12952', ' DB07373', ' DB12194', ' DB13208', ' DB14639', ' DB15114']"
DB13587,"['DB02901', ' DB07447', ' DB13587', ' DB00858', ' DB02854', ' DB05087', ' DB11859', ' DB12308', ' DB12972', ' DB11371', ' DB06622', ' DB08956', ' DB16260', ' DB03619', ' DB01586', ' DB02659', ' DB05990', ' DB06777', ' DB02817', ' DB11789', ' DB11622', ' DB18044', ' DB01479', ' DB01513', ' DB01530', ' DB03882', ' DB03926', ' DB16870', ' DB01561', ' DB04693']"
DB13605,"['DB13605', ' DB00454', ' DB01518', ' DB01505', ' DB01081', ' DB01475', ' DB08988', ' DB01464', ' DB00913', ' DB01501']"
DB13606,"['DB13606', ' DB00854', ' DB14682', ' DB00514', ' DB00504', ' DB00652', ' DB13810', ' DB00611', ' DB01209', ' DB12273']"
DB13617,['DB13617']
DB13624,"['DB13624', ' DB01465']"
DB13625,"['DB13625', ' DB00983', ' DB01274']"
DB13655,"['DB13655', ' DB08840', ' DB06397', ' DB02701']"
DB13663,"['DB13663', ' DB01144']"
DB13692,"['DB13692', ' DB12779', ' DB12093', ' DB01226', ' DB00565', ' DB01199', ' DB01336', ' DB00416', ' DB14066', ' DB18146', ' DB01135', ' DB13393', ' DB00732']"
DB13703,"['DB13703', ' DB00610', ' DB09352', ' DB03552', ' DB06707', ' DB00988']"
DB13710,"['DB13710', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB14584', ' DB04652', ' DB00367', ' DB00717', ' DB09389', ' DB04630', ' DB00741', ' DB01485', ' DB01500', ' DB01540', ' DB13089']"
DB13723,['DB13723']
DB13728,"['DB13728', ' DB00223', ' DB00663', ' DB00596', ' DB09095', ' DB12553', ' DB01384', ' DB09378', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB11750', ' DB08970', ' DB00324', ' DB08971', ' DB14664', ' DB00620', ' DB13223', ' DB00547', ' DB13867', ' DB06781', ' DB00838', ' DB14637', ' DB14657', ' DB14640', ' DB14649', ' DB00591', ' DB14669', ' DB15777']"
DB13740,"['DB13740', ' DB00593']"
DB13758,['DB13758']
DB13767,['DB13767']
DB13792,"['DB13792', ' DB15959']"
DB13801,['DB13801']
DB13802,"['DB13802', ' DB02394', ' DB03852', ' DB11174', ' DB13121']"
DB13803,['DB13803']
DB13805,"['DB13805', ' DB01354', ' DB13737', ' DB01355', ' DB13377']"
DB13827,"['DB13827', ' DB13064']"
DB13852,"['DB13852', ' DB13285', ' DB01550', ' DB01577', ' DB09571', ' DB01365', ' DB01037', ' DB12650', ' DB04677']"
DB13856,"['DB13856', ' DB00838', ' DB08973', ' DB14652', ' DB14653', ' DB01384', ' DB09378', ' DB00240', ' DB08971', ' DB12553', ' DB00596', ' DB13223', ' DB00764', ' DB00223', ' DB00663']"
