DrugBank ID,Similar Structure
DB13867,"['DB13867', ' DB00588', ' DB00223', ' DB00663', ' DB09095', ' DB12553', ' DB00596', ' DB14664', ' DB13728', ' DB01384', ' DB09378', ' DB06781', ' DB00324', ' DB08971', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB13223', ' DB12322', ' DB08970', ' DB00547', ' DB11750', ' DB15777', ' DB14637', ' DB14657', ' DB00620', ' DB00591', ' DB08906', ' DB15821']"
DB13917,"['DB13917', ' DB00988', ' DB12313', ' DB00668', ' DB13394', ' DB00388', ' DB00368', ' DB01064', ' DB08985']"
DB13929,"['DB13929', ' DB12643', ' DB05168', ' DB11191', ' DB02868', ' DB03614', ' DB00541', ' DB17390', ' DB00309', ' DB12586', ' DB11467', ' DB00570', ' DB00200', ' DB11641', ' DB13013', ' DB12674', ' DB00361', ' DB04803', ' DB03469', ' DB11713', ' DB05735', ' DB03317', ' DB02667', ' DB16186', ' DB03906', ' DB02975', ' DB11691', ' DB05109', ' DB02832', ' DB16312']"
DB13940,"['DB13940', ' DB01458']"
DB13943,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB13944,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB13946,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB13947,['DB13947']
DB13951,"['DB13951', ' DB14655', ' DB00621', ' DB08510', ' DB14665']"
DB13958,"['DB13958', ' DB01420', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB00603', ' DB11440', ' DB08308', ' DB08619', ' DB01395', ' DB13640', ' DB06789', ' DB14677', ' DB12499', ' DB13185', ' DB14678', ' DB15984', ' DB06780', ' DB14583', ' DB01134', ' DB02329', ' DB08547', ' DB14539', ' DB01380', ' DB14540', ' DB00624']"
DB13989,"['DB13989', ' DB01324', ' DB01021', ' DB08645', ' DB15861', ' DB00232', ' DB13430', ' DB13532', ' DB00999', ' DB00606']"
DB14011,"['DB14011', ' DB00470', ' DB11755', ' DB06444', ' DB12193', ' DB18537', ' DB18539', ' DB18540', ' DB18541', ' DB18542', ' DB00486']"
DB14093,"['DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB13230', ' DB14570', ' DB01481', ' DB01572', ' DB00253', ' DB18000', ' DB00367', ' DB00717', ' DB09389', ' DB14584', ' DB04652', ' DB01485', ' DB01500', ' DB01540', ' DB04630', ' DB00741', ' DB13089']"
DB14110,"['DB02202', ' DB14110', ' DB03278', ' DB04481', ' DB02606']"
DB14136,['DB14136']
DB14221,"['DB14221', ' DB00394', ' DB14643', ' DB14632', ' DB15999', ' DB14653', ' DB14633', ' DB14644', ' DB14652', ' DB15566', ' DB00240', ' DB00764', ' DB01130', ' DB01013', ' DB14538', ' DB14543', ' DB14540', ' DB14544', ' DB01410', ' DB14512', ' DB06781', ' DB14637', ' DB14657', ' DB14640', ' DB14649', ' DB15777', ' DB14541', ' DB14625', ' DB14646', ' DB14545']"
DB14512,"['DB14512', ' DB14221', ' DB00394', ' DB08906']"
DB14538,"['DB14538', ' DB14543', ' DB14540', ' DB14544', ' DB14541', ' DB14545', ' DB14539', ' DB12499', ' DB06789', ' DB14677', ' DB14643', ' DB08547', ' DB00603', ' DB11440', ' DB01134', ' DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB01380', ' DB08308', ' DB08619', ' DB01420', ' DB15566', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002']"
DB14539,"['DB14539', ' DB14541', ' DB14545', ' DB14538', ' DB14543', ' DB14540', ' DB14544', ' DB00603', ' DB11440', ' DB12499', ' DB01380', ' DB00769', ' DB15566', ' DB06780', ' DB06789', ' DB14677', ' DB14632', ' DB01134', ' DB15999', ' DB14583', ' DB08547', ' DB13958', ' DB14633', ' DB14644', ' DB05288', ' DB01420', ' DB14643', ' DB00741', ' DB08804', ' DB13944']"
DB14540,"['DB14540', ' DB14544', ' DB14543', ' DB14538', ' DB14541', ' DB14545', ' DB14539', ' DB12499', ' DB06789', ' DB14677', ' DB08547', ' DB14643', ' DB00603', ' DB11440', ' DB01134', ' DB14632', ' DB08308', ' DB08619', ' DB15999', ' DB14633', ' DB14644', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB01380']"
DB14541,"['DB14541', ' DB14545', ' DB14544', ' DB14539', ' DB14543', ' DB14540', ' DB14538', ' DB12499', ' DB06789', ' DB14677', ' DB15999', ' DB14632', ' DB01134', ' DB14633', ' DB14644', ' DB01380', ' DB00603', ' DB11440', ' DB15566', ' DB08547', ' DB00769', ' DB14643', ' DB06780', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141']"
DB14542,"['DB14542', ' DB14631', ' DB00741', ' DB04652', ' DB14669', ' DB04630', ' DB00253', ' DB09091']"
DB14543,"['DB14543', ' DB14538', ' DB14540', ' DB14544', ' DB14541', ' DB14545', ' DB14539', ' DB12499', ' DB06789', ' DB14677', ' DB14643', ' DB08547', ' DB00603', ' DB11440', ' DB14632', ' DB01134', ' DB15999', ' DB14633', ' DB14644', ' DB08308', ' DB08619', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01380', ' DB01420']"
DB14544,"['DB14544', ' DB14540', ' DB14543', ' DB14538', ' DB14541', ' DB14545', ' DB14539', ' DB12499', ' DB06789', ' DB14677', ' DB08547', ' DB14643', ' DB00603', ' DB11440', ' DB01134', ' DB15999', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB14632', ' DB08308', ' DB08619', ' DB14633', ' DB14644', ' DB13185', ' DB01420']"
DB14545,"['DB14545', ' DB14541', ' DB14543', ' DB14540', ' DB14538', ' DB14544', ' DB14539', ' DB12499', ' DB14633', ' DB14644', ' DB08547', ' DB06789', ' DB14677', ' DB14632', ' DB15999', ' DB01380', ' DB01134', ' DB08308', ' DB08619', ' DB00603', ' DB11440', ' DB00769', ' DB14643', ' DB15566', ' DB06780', ' DB02329', ' DB01420', ' DB08804', ' DB13944', ' DB13946']"
DB14589,"['DB14589', ' DB04079', ' DB14108', ' DB03703']"
DB00873,"['DB00873', ' DB00860', ' DB00959', ' DB13208', ' DB00896', ' DB14596', ' DB15999', ' DB05442', ' DB15566', ' DB14632', ' DB14639', ' DB14633', ' DB14644', ' DB00894', ' DB14643', ' DB01569']"
DB14624,"['DB14624', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB13710', ' DB05804', ' DB13230', ' DB14570']"
DB14625,"['DB14625', ' DB14646', ' DB15566', ' DB01380', ' DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB14643', ' DB05288', ' DB00635', ' DB09383', ' DB12952', ' DB12499', ' DB14640', ' DB14649', ' DB14639', ' DB14539', ' DB14637', ' DB14657', ' DB00603', ' DB11440', ' DB14541', ' DB14545', ' DB01130', ' DB01134', ' DB06780', ' DB06789', ' DB14677', ' DB14634']"
DB14631,"['DB14631', ' DB14542', ' DB14669', ' DB00860', ' DB00959', ' DB13208', ' DB00896', ' DB15835', ' DB00240']"
DB14632,"['DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB15566', ' DB14643', ' DB14541', ' DB14625', ' DB14646', ' DB14545', ' DB01130', ' DB14640', ' DB14649', ' DB14543', ' DB14540', ' DB14539', ' DB14637', ' DB14657', ' DB14538', ' DB14544', ' DB00394', ' DB14221', ' DB15821', ' DB05288', ' DB15777', ' DB01410', ' DB14634', ' DB12499', ' DB14639', ' DB00860']"
DB14633,"['DB14633', ' DB14644', ' DB14632', ' DB15999', ' DB15566', ' DB14643', ' DB14545', ' DB14625', ' DB14646', ' DB01130', ' DB14541', ' DB14543', ' DB14640', ' DB14649', ' DB14540', ' DB14538', ' DB14544', ' DB14539', ' DB14637', ' DB14657', ' DB00394', ' DB14221', ' DB01410', ' DB15821', ' DB05288', ' DB15777', ' DB14634', ' DB12499', ' DB06781', ' DB14639']"
DB14634,"['DB14634', ' DB14640', ' DB14649', ' DB08970', ' DB06781', ' DB14637', ' DB14657', ' DB14664', ' DB01013', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB15566', ' DB00620', ' DB00324', ' DB14632', ' DB11487', ' DB15999', ' DB00288', ' DB14643', ' DB14633', ' DB14644', ' DB00547', ' DB15777', ' DB15821', ' DB00223', ' DB00663', ' DB12553', ' DB01047']"
DB14637,"['DB14637', ' DB14657', ' DB15777', ' DB15821', ' DB06781', ' DB14664', ' DB14640', ' DB14649', ' DB01384', ' DB09378', ' DB14652', ' DB15566', ' DB14634', ' DB14662', ' DB08971', ' DB14653', ' DB14632', ' DB15999', ' DB13223', ' DB00223', ' DB00663', ' DB14633', ' DB14644', ' DB00180', ' DB12553', ' DB14643', ' DB09095', ' DB01047', ' DB18738', ' DB00591']"
DB14639,"['DB14639', ' DB00894', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01395', ' DB01420', ' DB15999', ' DB14643', ' DB14632', ' DB08308', ' DB08619', ' DB13958', ' DB15566', ' DB14633', ' DB14644', ' DB14625', ' DB14646', ' DB14678', ' DB06789', ' DB14677', ' DB13185', ' DB00873', ' DB01541', ' DB13586', ' DB13484']"
DB14642,"['DB14642', ' DB00067', ' DB00035', ' DB13798', ' DB12495', ' DB09059', ' DB15195', ' DB08890', ' DB06283', ' DB05034', ' DB01278', ' DB01282', ' DB08861', ' DB04894', ' DB09099', ' DB12088', ' DB17352', ' DB01883', ' DB15231', ' DB06791', ' DB15355', ' DB05724']"
DB14643,"['DB14643', ' DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB15566', ' DB01130', ' DB14538', ' DB14543', ' DB00394', ' DB14540', ' DB14221', ' DB14544', ' DB14625', ' DB14646', ' DB14640', ' DB14649', ' DB14541', ' DB01410', ' DB14545', ' DB14539', ' DB14637', ' DB14657', ' DB06781', ' DB12499', ' DB15777', ' DB14639', ' DB14634', ' DB05288', ' DB15821']"
DB14644,"['DB14633', ' DB14644', ' DB14632', ' DB15999', ' DB15566', ' DB14643', ' DB14545', ' DB14625', ' DB14646', ' DB01130', ' DB14541', ' DB14543', ' DB14640', ' DB14649', ' DB14540', ' DB14538', ' DB14544', ' DB14539', ' DB14637', ' DB14657', ' DB00394', ' DB14221', ' DB01410', ' DB15821', ' DB05288', ' DB15777', ' DB14634', ' DB12499', ' DB06781', ' DB14639']"
DB14646,"['DB14625', ' DB14646', ' DB15566', ' DB01380', ' DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB14643', ' DB05288', ' DB00635', ' DB09383', ' DB12952', ' DB12499', ' DB14640', ' DB14649', ' DB14639', ' DB14539', ' DB14637', ' DB14657', ' DB00603', ' DB11440', ' DB14541', ' DB14545', ' DB01130', ' DB01134', ' DB06780', ' DB06789', ' DB14677', ' DB14634']"
DB14649,"['DB14640', ' DB14649', ' DB14634', ' DB06781', ' DB14637', ' DB14657', ' DB14664', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB15566', ' DB01013', ' DB00324', ' DB00620', ' DB14632', ' DB15999', ' DB11487', ' DB14643', ' DB14633', ' DB14644', ' DB00547', ' DB08970', ' DB00288', ' DB15777', ' DB15821', ' DB00223', ' DB00663', ' DB12553', ' DB11750']"
DB14652,"['DB14652', ' DB14653', ' DB00838', ' DB15777', ' DB15821', ' DB14637', ' DB14657', ' DB14664', ' DB00394', ' DB14221', ' DB13856', ' DB06781', ' DB08971', ' DB13223', ' DB01013', ' DB00596', ' DB14662', ' DB01384', ' DB09378', ' DB14640', ' DB14649', ' DB08973', ' DB09095', ' DB14634', ' DB00764', ' DB00180', ' DB15566', ' DB00223', ' DB00663', ' DB12553']"
DB14653,"['DB14653', ' DB14652', ' DB15821', ' DB00838', ' DB15777', ' DB14637', ' DB14657', ' DB14664', ' DB00394', ' DB14221', ' DB06781', ' DB13856', ' DB13223', ' DB01013', ' DB08971', ' DB14662', ' DB00596', ' DB08973', ' DB01384', ' DB09378', ' DB15999', ' DB14640', ' DB14649', ' DB14632', ' DB12322', ' DB18738', ' DB09095', ' DB14643', ' DB14633', ' DB14644']"
DB14655,"['DB14655', ' DB13951', ' DB08510', ' DB00621', ' DB14665', ' DB06581']"
DB14660,"['DB14660', ' DB02998', ' DB06870', ' DB11372', ' DB11551', ' DB00351', ' DB13981', ' DB12221', ' DB14659', ' DB11619', ' DB13563', ' DB09123']"
DB14662,"['DB14662', ' DB00180', ' DB01047', ' DB18737', ' DB00591', ' DB14673', ' DB00288', ' DB01410', ' DB00846', ' DB14637', ' DB14657', ' DB01260', ' DB08973', ' DB01222', ' DB06781', ' DB15777', ' DB15821', ' DB01130', ' DB14664', ' DB15835', ' DB06786', ' DB14652', ' DB14653', ' DB14640', ' DB14649', ' DB12322', ' DB14634', ' DB14643', ' DB12553', ' DB01384']"
DB14664,"['DB14664', ' DB15777', ' DB06781', ' DB15821', ' DB14637', ' DB14657', ' DB09095', ' DB14640', ' DB14649', ' DB00223', ' DB00663', ' DB12553', ' DB12322', ' DB01013', ' DB14634', ' DB18737', ' DB14653', ' DB00596', ' DB14652', ' DB01047', ' DB00588', ' DB08971', ' DB00591', ' DB13223', ' DB01384', ' DB09378', ' DB13728', ' DB13867', ' DB00324', ' DB00547']"
DB14669,"['DB14669', ' DB14631', ' DB00443', ' DB01234', ' DB11522', ' DB13491', ' DB00620', ' DB00324', ' DB08970', ' DB00547', ' DB00223', ' DB00663', ' DB12553', ' DB11750', ' DB09095', ' DB14542', ' DB14640', ' DB14649', ' DB13728', ' DB00596', ' DB01384', ' DB09378', ' DB14634']"
DB14681,"['DB14681', ' DB13230', ' DB14570', ' DB13710', ' DB18000', ' DB00624', ' DB01471', ' DB01543', ' DB01564', ' DB05830', ' DB06710', ' DB07768', ' DB11429', ' DB12787', ' DB13169', ' DB13533', ' DB14093', ' DB04630', ' DB14584', ' DB00741', ' DB04652', ' DB00635', ' DB09383', ' DB12952', ' DB00253', ' DB01380', ' DB01485', ' DB01500', ' DB01540', ' DB00367']"
DB14703,"['DB14703', ' DB05340', ' DB11487', ' DB14640', ' DB14649']"
DB14737,"['DB14737', ' DB14736']"
DB14752,"['DB00852', ' DB01364', ' DB14752', ' DB11278', ' DB11587', ' DB00397', ' DB01486', ' DB11610', ' DB00867', ' DB01577', ' DB09571', ' DB15902']"
DB14754,"['DB14754', ' DB13354']"
DB14823,['DB14823']
DB14923,"['DB14923', ' DB12643']"
DB15133,['DB15133']
DB15198,"['DB00333', ' DB13515', ' DB15198', ' DB01491', ' DB11609', ' DB15597', ' DB13436', ' DB13361', ' DB01498']"
DB15205,['DB15205']
DB15339,"['DB15339', ' DB13108', ' DB00937', ' DB01560', ' DB01577', ' DB09571', ' DB01365', ' DB13285']"
DB15429,"['DB15429', ' DB03517']"
DB15566,"['DB15566', ' DB14632', ' DB15999', ' DB14633', ' DB14644', ' DB14643', ' DB14625', ' DB14646', ' DB14539', ' DB14640', ' DB14649', ' DB14637', ' DB14657', ' DB14541', ' DB05288', ' DB01130', ' DB14545', ' DB14538', ' DB14634', ' DB00860', ' DB00959', ' DB14543', ' DB14540', ' DB00394', ' DB14544', ' DB14221', ' DB15777', ' DB01410', ' DB15821', ' DB12499']"
DB15610,['DB15610']
DB15641,"['DB15641', ' DB00675', ' DB04468', ' DB00539']"
DB15642,['DB15642']
DB15760,"['DB15760', ' DB11309', ' DB14546', ' DB00653', ' DB06778', ' DB09322', ' DB09472', ' DB11150', ' DB11171', ' DB11239', ' DB13257', ' DB14180', ' DB14499', ' DB14530', ' DB15533', ' DB08938', ' DB09087', ' DB14015']"
DB15777,"['DB15777', ' DB15821', ' DB14664', ' DB14637', ' DB14657', ' DB14653', ' DB06781', ' DB14652', ' DB08971', ' DB13223', ' DB01384', ' DB09378', ' DB14640', ' DB14649', ' DB09095', ' DB14632', ' DB15999', ' DB14662', ' DB00223', ' DB00663', ' DB14643', ' DB14633', ' DB14644', ' DB15566', ' DB01013', ' DB12322', ' DB12553', ' DB00180', ' DB14634', ' DB00838']"
DB15821,"['DB15821', ' DB15777', ' DB14637', ' DB14657', ' DB14664', ' DB14653', ' DB13223', ' DB06781', ' DB14652', ' DB08971', ' DB01384', ' DB09378', ' DB15999', ' DB14632', ' DB14640', ' DB14649', ' DB09095', ' DB14633', ' DB14644', ' DB00223', ' DB00663', ' DB12322', ' DB14662', ' DB15566', ' DB12553', ' DB14643', ' DB14634', ' DB01013', ' DB00180', ' DB00838']"
DB15835,"['DB15835', ' DB01260', ' DB01222', ' DB01410', ' DB00180', ' DB14662', ' DB00591', ' DB14631', ' DB00288', ' DB01047', ' DB01130', ' DB18738']"
DB15861,"['DB15861', ' DB13430', ' DB13532', ' DB00606', ' DB01021', ' DB08645', ' DB00232', ' DB13989', ' DB00999', ' DB01324', ' DB08303', ' DB00436']"
DB15954,"['DB15954', ' DB13648']"
DB15959,"['DB15959', ' DB13792']"
DB15970,"['DB15970', ' DB00635', ' DB09383', ' DB12952', ' DB13158', ' DB14625', ' DB14646', ' DB00240']"
DB15984,"['DB15984', ' DB13958', ' DB01420', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB00603', ' DB11440', ' DB01521', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB13640', ' DB12499', ' DB14583', ' DB14678', ' DB06780', ' DB01134', ' DB02329', ' DB14539', ' DB08547', ' DB15903', ' DB14540']"
DB15988,['DB15988']
DB15999,"['DB15999', ' DB14632', ' DB14633', ' DB14644', ' DB15566', ' DB14643', ' DB14541', ' DB14625', ' DB14646', ' DB14545', ' DB01130', ' DB14640', ' DB14649', ' DB14544', ' DB14543', ' DB14540', ' DB14539', ' DB14637', ' DB14657', ' DB14538', ' DB00394', ' DB15821', ' DB14221', ' DB05288', ' DB15777', ' DB01410', ' DB14634', ' DB12499', ' DB14639', ' DB00860']"
DB16001,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB16002,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB16003,"['DB00984', ' DB16003', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB08308', ' DB08619', ' DB13958', ' DB01395', ' DB14678', ' DB06789', ' DB14677', ' DB12499', ' DB00603', ' DB11440', ' DB13185', ' DB02329', ' DB13640', ' DB08547', ' DB01134', ' DB14540', ' DB14544', ' DB15984', ' DB14543']"
DB16117,"['DB16117', ' DB15341', ' DB16072', ' DB00921', ' DB01450', ' DB01548', ' DB01538', ' DB01551', ' DB01565', ' DB01469', ' DB14146', ' DB01512', ' DB00844', ' DB09049', ' DB01480', ' DB01497', ' DB01452', ' DB00497', ' DB01466', ' DB01573', ' DB00704', ' DB01192', ' DB06800', ' DB01531', ' DB00318', ' DB00956', ' DB01477', ' DB06230', ' DB00295', ' DB00327']"
DB16136,"['DB06706', ' DB16136']"
DB16141,"['DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB01420', ' DB13958', ' DB08308', ' DB08619', ' DB01395', ' DB06789', ' DB14677', ' DB13185', ' DB14678', ' DB13640', ' DB00603', ' DB11440', ' DB02329', ' DB12499', ' DB08547', ' DB01134', ' DB15984', ' DB14544', ' DB06780', ' DB14540', ' DB14583', ' DB14639', ' DB14543']"
DB16165,['DB16165']
DB16279,['DB16279']
DB16625,"['DB16625', ' DB14626', ' DB02092', ' DB18113', ' DB05263', ' DB08804', ' DB13943', ' DB13944', ' DB13946', ' DB16001', ' DB16002', ' DB16141', ' DB02329', ' DB13640', ' DB06789', ' DB14677', ' DB01420', ' DB08308', ' DB08619', ' DB13185', ' DB01395', ' DB01708', ' DB13958', ' DB03785', ' DB14714']"
DB16629,['DB16629']
DB16702,['DB16702']
DB16741,"['DB16741', ' DB00188']"
DB16826,['DB16826']
DB16888,['DB16888']
DB16927,"['DB00714', ' DB16927', ' DB17202']"
DB17202,"['DB17202', ' DB00714', ' DB16927']"
DB17692,['DB17692']
DB18059,['DB18059']
DB18214,['DB18214']
DB18409,['DB18409']
DB18632,['DB18632']
